,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86
P11,0.1662675129748531,0.20883762024290253,0.13371718830643586,0.34606891386717364,0.40495876360784333,0.035990553567883186,0.13912818271078312,0.2746472062700168,0.2369003504255244,0.4433093656750639,1.0,0.18573900898658013,0.04284922793164286,0.028527970772762177,0.18221851069551734,0.32361605067425275,0.2984673593684687,0.017836723293281655,0.29989469073395686,0.19605948966737216,0.010870808294386797,0.03994118521609498,-0.022440199682783254,0.12532289111949388,0.24796541650894888,0.3104459204980683,0.2318943855526329,0.1839156081909099,0.2243038620321785,0.1871948888360663,0.2533531563435348,0.15693697609987686,0.2067702048500306,0.09836391605772672,0.2877542710943238,0.11259558318408774,0.022265940915110752,0.1564543776661504,0.10705823419999685,0.21330233811559085,0.2028480411797385,0.1811428715734508,0.08968923000601592,0.15385909311007667,0.21335122245458682,0.25556433279562407,0.2828863356811999,0.19818138410661587,0.303999869494539,0.3225291083896001,0.11793411124368011,0.19261076673543268,0.2645268447365368,0.1936599990194529,0.4021455193775426,0.23797317881517943,0.5216896647549022,0.26980573074263964,0.26785019442256724,0.07798694242744052,0.3458993460155907,0.3469482537433172,0.0893649209299803,0.40663451838786085,0.2909323660292743,0.023613653606383164,0.30149541408790526,0.2181546025538324,0.25777282826772213,0.19049009810584702,0.09163019812755159,0.22445711795931336,0.33951244457300517,0.09142420191796781,0.20614677852815982,0.13279559248087508,0.23558559091558984,0.14560157993109107,-0.040130214047329006,0.1938826118926855,-0.06444433691142104,-0.03534234449444818,0.10539302334890478,0.13867532874361238,-0.18692022528664654,0.1763402061379201
P12,0.5390546647804407,0.3113606013197215,0.3685694011495358,0.36191556770354827,0.2702691258455547,0.18864137554724503,0.21194928057782253,0.37465629540118767,0.2257732292503992,0.29761167421589463,0.18573900898658013,1.0,0.31693087654956764,0.19811695278442068,0.18073222920118473,0.3346147899500339,0.34532636688576857,0.41895929979712915,0.2679498835147896,0.46721913965105094,0.14266628448206564,0.3626703197396654,0.1492565663447308,0.1287477897163195,0.11788685759966144,0.26885863719281694,0.18379793045756215,0.3472117997191706,0.253510729185538,0.22638432961862281,0.247206409635986,0.4568014907497867,0.4287569241509689,0.3452029829951998,0.15130109623993263,0.24960317078446367,0.3502251766238828,0.279596450292987,0.25465639967034853,0.12562589068058858,0.17995268871083284,0.2815752651227503,0.22970589147511974,0.5520295535220114,0.17279145547579164,0.42994398407031065,0.15165173703328233,0.16797640926155483,0.3417075755160685,0.2742571371440738,0.23610112158481508,0.3034626690956562,0.28448174640339596,0.4959999863417768,0.4089254608612016,0.11607500016853217,0.2997392878349174,0.23915908741185096,0.34419199379784027,0.3742650569242012,0.35805702423231545,0.3109603450666843,0.4537328406796674,0.4114541571870729,0.13038864305648584,0.3415139918287701,0.1751040735750686,0.3806291800617371,0.3480020284120879,0.37314252813713833,0.06968761366293037,0.09571575035628868,0.2080626695327861,0.14978278409051088,0.3214838474231945,0.29809602976314564,0.3603681733576009,0.1797650156510841,0.401977166641685,0.21977909097550316,-0.0051699664270317604,0.05842854642756857,0.5319676509701627,0.2012356887689909,0.2984712116298806,0.4262226420622726
P13,0.19991142893282643,0.321056793395247,0.35115467222606067,0.21135875437111465,0.35059145925038215,0.28144893701417933,0.3481063970108578,0.25172033030998003,0.32077342253288016,0.20177146409938784,0.04284922793164286,0.31693087654956764,1.0,0.33655832016303855,0.17961237796229418,0.2461687854765784,0.3085688800060513,0.15753240013346342,0.3781941751340282,0.3335220926150194,0.02458055944236947,0.3763147439881674,-0.040321475974904875,0.26349752919849995,0.28794974897835596,0.334738784666126,0.13258930685624565,0.3422177227000918,0.33027951083835116,0.3191310148533371,0.31158236111453524,0.20621143326391947,0.46434643001070736,0.3310891567506496,0.1857326208791448,0.36911931701021916,0.32487989956747865,0.3927083207697724,0.17505810621275306,0.18022476230067963,0.24155333497345535,0.11050103942832089,0.4047553121498117,0.3858799329136657,0.09575142530081032,0.36606029448731847,0.18856220091432643,0.29089401289023625,0.4064272492667699,0.16850492171155196,0.3371931552558497,0.36389303798295175,0.30883638726229135,0.3022702352891689,0.3038878736046459,0.1917804503643855,0.22519672156638806,0.24688726834179128,0.2945689140871911,0.318888370041208,0.18660203582640783,0.3061743938678563,0.4438555611860177,0.38199939354040807,-0.05258954746471761,0.4850417548521937,0.21618250055982619,0.3173250126205337,0.19253038802976158,0.24823124740303162,0.08308750926919846,0.20761667756357471,0.28499710388253774,0.19234229039298995,0.2835207889521784,0.24317306522637458,0.30722285903589075,0.4559456940832167,0.3700588656817431,0.40933355311508907,-0.1428551172552008,0.09919388646372533,0.3576594973967249,-0.016639220611081806,0.16842185290635908,0.34000214132982076
P14,0.17087105136229241,0.07181893560317092,0.506846629591371,0.2200307999327069,0.03201162452218044,0.18819842414967147,0.2810781997982533,0.39535536084013917,0.22732817783704592,0.3170563053817219,0.028527970772762177,0.19811695278442068,0.33655832016303855,1.0,0.023376959390236443,0.11598809757319006,0.3674145114751813,0.22762261428871483,0.36220292940536436,0.374509339690557,0.14317849004471922,0.29823998486884723,0.13990473512374454,0.40672042090673177,0.19384010263345502,0.21924591932570164,0.3053754868921334,0.4138491563433952,0.009032221174406125,0.22232377876286508,0.30124479401892973,0.3547539108328178,0.4519706018518029,0.3993971138378552,0.29139117505940765,0.1297719196389074,0.2588167933564595,0.42682327030132583,0.3119460360241085,0.04849155921012594,0.1800918128439341,0.09592621490092837,0.3352169376826208,0.23728073525823684,0.010253085294431225,0.10033483201800311,0.18349265574158613,0.3716594481008111,0.1766261304393314,0.2398301673945214,0.2566699594877036,0.2293043124811761,0.42791721845393454,0.4013791925658425,0.18549899790774524,0.35945750517896025,-0.01820841967549984,0.10793606169539426,0.45875016633038085,0.2701467412008008,0.2388163458053327,0.03819048937872306,0.2982775068525663,0.17576653378440457,-0.14892139152069647,0.38534218910745177,0.14936453032700336,0.2502884954220255,0.29814088638341146,0.10926042448365918,0.3338941320942911,-0.01396598885076021,0.35711013721051654,0.23808335177248505,0.19353570186324567,0.2399038158987629,0.14824590098212906,-0.04949914194143714,0.35164146453524836,0.28174239524166883,0.06082474794759031,0.10145151933318626,0.17173451394574168,-0.17350957222236565,0.1439455842034,0.2519035944265899
P15,0.26798089296892336,0.2469185947479062,0.04038676683684261,0.1818563387184282,0.13094650597100835,0.19327885838005895,0.32596790279842935,0.2678289281355443,0.3473381326908849,0.3252564037461176,0.18221851069551734,0.18073222920118473,0.17961237796229418,0.023376959390236443,1.0,0.2019861746030659,0.13226055186639846,0.05810202680693578,0.2899404806287805,0.24612233903512235,-0.043650757710097375,0.191488407080465,0.08760543576286865,0.05376429281743864,0.45802521659977974,0.3612644086188135,0.27100079258419746,0.3565123069988365,0.42094877123961855,0.24954870807900678,0.33253317053894443,0.29823157759941826,0.2515141514897717,0.043516391411648085,0.3490654114083775,0.2510491152473803,0.28065839861979797,0.1938566342746718,0.1626755657235379,0.3047031970021708,0.2384258132522885,0.28115074576894916,0.40002222085773975,0.4199154336935173,0.16132506487465198,0.34773802496986334,0.3177647807343487,0.24953715448111047,-0.01772211429918027,0.042408203967884577,0.25224837391685756,0.2814039189648257,0.14136696287353687,0.12193151605722537,0.3127736483332741,0.20346287878928715,0.5479541588344696,0.2905417564887135,-0.005747843119069617,0.14239168681137873,0.31243967875257234,0.33220349890917594,0.09390888293100721,0.2963967328958929,0.24401721852227098,-0.015155244839028114,0.3576732818976277,0.2765194795949109,0.4086050824127798,0.20656438218301082,-0.03371591757110495,0.15788628922338777,0.31994183000972554,-0.2854369315556493,0.2089432894267711,0.27635823931349446,0.24225873611845863,0.11576509174483693,0.16410864136911696,0.14081984487038668,-0.16556746599866726,0.2615007272185663,0.15225663197733882,0.18413035770397346,0.047960763905353906,-0.06388061647399547
P16,0.3699984461397685,0.19667013439689904,0.21937843295127524,0.34877760735156593,0.44326238121041334,0.3108280899867952,0.1582518692313845,0.3480194327807041,-0.0007106501324228994,0.27899089501567226,0.32361605067425275,0.3346147899500339,0.2461687854765784,0.11598809757319006,0.2019861746030659,1.0,0.3358399995520513,0.41963977252220946,0.43431516332651654,0.3187028759137814,-0.0692406523087239,0.3181942333121003,0.2634931478261972,0.24429445581193548,0.35473127089264045,0.28221634115389144,0.2207457456547264,0.45359232231013935,0.344674238048446,0.4620084364265134,0.3534736590444311,0.44021399201112343,0.3620807827576023,0.3369485155583101,0.27322819978288004,0.3229424372244942,-0.07740505398622632,0.3264855460936933,0.14654611115364122,0.25633765140312204,0.3677228701351487,0.1603128325856842,0.3940459085864612,0.32297653221607475,0.17272494185219392,0.5004892132845009,0.2249602035593337,0.2514470423751875,0.31747492394483007,0.14215592862637416,0.3207368038249461,0.40638939985088557,0.24298807312425205,0.33517304381566415,0.13595818650392805,0.1035799312849154,0.47689257546931774,0.4462629680036498,0.2476913939993219,0.42543033404360187,0.18871616245258593,0.26071731019941996,0.3624349278977993,0.5257399496948895,0.29705042616260213,0.20044177531819335,0.3796542735166183,0.3076135559855364,0.4127455552805919,0.14248868965159026,-0.06740270680745453,0.3506873814985131,0.23614115894422288,0.20289091603592135,0.38436068251305294,0.41215396276764854,0.26197607934845735,0.25050654322023114,0.34902901930566044,0.39676028745251163,0.019983811152916975,-0.04593237509953801,0.4519194757081148,-0.03705968729773266,0.20420671375513674,0.29600427531501294
P17,0.28285200029526275,0.3250643529036152,0.31823877697740205,0.3056702939824116,0.3204686689125982,0.3977305322599002,0.2530710165376091,0.5107014900687902,0.359618816227889,0.28177338826837,0.2984673593684687,0.34532636688576857,0.3085688800060513,0.3674145114751813,0.13226055186639846,0.3358399995520513,1.0,0.3738788684364437,0.4557502971417331,0.32609288545840515,0.18479635624278512,0.4004243182927777,0.3560164138180609,0.48398420949303955,0.25584204241832237,0.3144284129739982,0.5226616711166672,0.28721039126064996,0.28121915026222205,0.0981888296987334,0.3669175738612404,0.5523969373204067,0.4430296278124775,0.25263707369859456,0.21234916523252756,0.17679753247016924,0.36679212582904,0.38983846991352356,0.3028052983214103,0.12845226894349324,0.5212155037587715,0.11739184353774801,0.2807341703325245,0.29898580678570413,0.19856367102799138,0.2899656427288564,0.1982247946948633,0.31846092627376615,0.19812538247613218,0.27864888930288606,0.37541272519247765,0.5004666556649576,0.4037695951063953,0.36783932322413593,0.3478668948835134,0.1447939676438234,0.2997374918083029,0.36637896463669384,0.5159927068668231,0.3003844053390032,0.20233517120576913,0.2723905817443206,0.49000343851038664,0.45562978524225656,0.17842184214828483,0.1787553972204718,0.44017294026045806,0.40370510298023604,0.3113240004943478,0.41214276862457494,0.15150443729362872,0.21459803420192963,0.19540691635736976,0.14714096556370101,0.2729587097262143,0.5794219042695055,0.28940931008648985,0.06898075121551304,0.4371664582234703,0.5278509934820553,0.03439234664996422,0.0692433699577659,0.4480768998618985,-0.10541871063704959,0.1837054091850277,0.47477082126490766
P18,0.3871404411002537,0.19316179063968508,0.1907063777260914,0.2517635505528766,0.20953668214024157,0.3297131034217761,0.14065786713608341,0.2963016064954269,0.2864386894707922,0.0955599409098776,0.017836723293281655,0.41895929979712915,0.15753240013346342,0.22762261428871483,0.05810202680693578,0.41963977252220946,0.3738788684364437,1.0,0.27636892691467235,0.2738233409668424,0.19805872275090106,0.41038196259673254,0.31625274073315646,0.312895896902362,0.2900777457725482,0.2106096840034216,0.17054390046479204,0.38696357468039966,0.3053168435632669,0.2928179991049044,0.46134106172646466,0.505179918095469,0.38707138773515254,0.23536029638255515,0.15003405625719954,0.1426187066626562,0.22493836782657553,0.32569070915887405,0.38772806478766303,0.2643663441346824,0.37163440277791676,0.3900471768336174,0.17912314774934798,0.328731061437582,0.045178102118794645,0.16841979360065304,0.03912527888313187,0.2677397172766815,0.33185590826049816,0.27391950107460933,0.4283527182385268,0.23067792782161173,0.38937063140965666,0.2851454509145305,0.25998526028995217,0.14962052512117113,0.17582407848046575,0.23704292149510106,0.16804677151997405,0.23073710510697804,0.033283356360512516,0.35953102571601525,0.32412821273220205,0.28388407574422075,0.27993908433628545,0.262112264562111,0.21201210665026338,0.3219483723142679,0.16477013648992928,0.08171072732768703,0.07125468502136836,0.08544797533769817,0.014421842294713648,0.2977469806457862,0.3101990612243945,0.41246462654444244,0.2484947112712573,0.01285159725290457,0.37526388325161386,0.3541301314173851,0.27093609814877306,0.001335602896536136,0.326269153254566,0.07866708890839755,0.33413103580578674,0.34642059764133937
P19,0.2910869581433198,0.26838154279513693,0.29691399103286953,0.5427380863118527,0.45540937137899073,0.28425909996685655,0.2682182937401484,0.5297957031094129,0.42222856548856247,0.3877787710279634,0.29989469073395686,0.2679498835147896,0.3781941751340282,0.36220292940536436,0.2899404806287805,0.43431516332651654,0.4557502971417331,0.27636892691467235,1.0,0.2985753836214669,0.1622216149578783,0.34390562249940293,0.19967801557984868,0.3937240977105129,0.20043389760226485,0.3162762146688795,0.26150150496200986,0.4371928189727624,0.5057852027818892,0.3382257755089761,0.3100469128760342,0.5688334331575624,0.5529437528721483,0.09074317048539356,0.32588567800092044,0.3916624634159755,0.184836744746976,0.4359631645784042,0.2646086274967774,0.12850969398995146,0.2665414652816033,0.1317525394734488,0.5258843728486934,0.358519622862383,0.09953606937962804,0.4022296655015875,0.40146438461870104,0.42813830212693643,0.20338875509500512,0.261970408684723,0.45678244130564233,0.30650121831595395,0.4734169335380381,0.4877998506748889,0.325953160520957,0.2595932954154223,0.5256930899368375,0.4999005794012047,0.397006377917964,0.38094622732747835,0.284955857751924,0.42411517087443973,0.4079570139645033,0.5297543978231242,0.14625812420754236,0.15910259277050065,0.40791289892174365,0.4104349333273462,0.48339298950365756,0.25318334953323113,0.29294455880367637,0.022915893876890723,0.37040890405929416,0.22001067208844877,0.20088338424062394,0.5114597449259053,0.2596597450561476,0.13273942682249312,0.2960432383792208,0.31020999357864515,0.03747352863145167,0.04502378167505308,0.2940654187979854,-0.11891061512562001,0.19673453024124438,0.20716515598697802
P20,0.41527137780978035,0.5275780674647762,0.5536094742145062,0.3605228904686031,0.24922666725535453,0.21552474934535218,0.3031141008777536,0.5031367008083194,0.1868046056295262,0.47158438596955526,0.19605948966737216,0.46721913965105094,0.3335220926150194,0.374509339690557,0.24612233903512235,0.3187028759137814,0.32609288545840515,0.2738233409668424,0.2985753836214669,0.9999999999999998,-0.027058651220065504,0.15218598134074576,0.3137485167015559,0.2980247183773089,0.4618807652207833,0.3373294166992817,0.24698429133509808,0.4461444549199987,0.1776905999501009,0.1844769589415611,0.5154695347788676,0.4355060181741028,0.4542714054268525,0.3710480974938518,0.33078984365612046,0.056366213346605416,0.3294476750934856,0.41015069481589894,0.040434350267836996,0.016235653868548198,0.4461376382384559,0.3532891890867676,0.4153781230040949,0.5588989482448237,0.14695398549307553,0.46391045091972133,0.17288330231024845,0.4106390650603133,0.26426058306686373,0.1615822898400299,0.19854104549447898,0.30703856155307707,0.34342456161238255,0.4353278322638556,0.3855767254999182,0.33376208699739,0.3643304379945053,0.3335341171581388,0.4630186070413864,0.1806052639839297,0.3462556358229935,0.2279369948067307,0.2976986407033597,0.5109301658494796,-0.08378759667880945,0.26615071793105227,0.3864897990055828,0.4265973317298502,0.46731328056286503,0.4087442016713089,0.2139371920897789,0.36548838144912954,0.5175678557434367,0.007106685884651021,0.4213841937734395,0.36765928993974273,0.3155963840506427,0.3460176762979698,0.25292435684195497,0.3045491908706635,0.01772210533841453,0.014457191085714473,0.40757381871936765,0.2287658083347175,0.09449000010258778,0.2670588600127215
P21,-0.039447998366753376,0.21044810049621393,0.19061478119726405,0.27012689013054825,0.10846930979523813,0.18671389104009475,0.3497426999444558,0.21846034729801048,0.2650073892320323,0.23387958928494604,0.010870808294386797,0.14266628448206564,0.02458055944236947,0.14317849004471922,-0.043650757710097375,-0.0692406523087239,0.18479635624278512,0.19805872275090106,0.1622216149578783,-0.027058651220065504,1.0,0.10047837103400571,0.3433721155968821,0.3209168134663652,0.09345411968150791,0.2038127901856555,0.2460168626941164,0.13022768830271356,0.10912855667664685,-0.10696853861721352,0.20474084583079782,0.2598860018420001,0.2605477796237831,0.24434665871284228,0.26018732492810226,-0.227454266466265,0.24990303711518178,0.3159851998342636,0.3391908217522379,0.11222053308740967,0.2114206655959891,0.1405695915632691,-0.0466790360129998,0.2352920883175631,0.10672287441159685,0.10248295651299223,0.15032898149207377,0.05860528085465972,0.26413528512289525,0.3175513902002,0.3293733937125335,0.23708156108067394,0.05953081743239298,0.07856203150655389,0.13376683076765053,0.04250462083356172,0.05578407905076069,0.19548260024327646,0.24783277778617108,0.17368458579677273,0.014331402698983727,0.1537751031007864,0.1639319109315152,0.1483490959192253,0.0169841924847839,0.1975450228976558,0.00517105939276268,0.13132811952854562,0.044559247030501785,0.24947064268273364,0.3978457193880885,0.16540690662535193,0.12628459754072605,0.19651261273548035,-0.038871216874716064,0.08904195557575807,0.12937068910093308,-0.17013528788112858,0.07817523697530594,0.16105244027585144,-0.09152557772567613,0.12114495244013394,0.19524679839455925,0.16305445922425155,0.07407833344965406,0.1419840577034769
P22,0.2973850764636235,0.04489004324027953,0.20631223763558995,0.1987594321012957,0.23537990176458323,0.43485733015306455,0.17363734040430234,0.27434979740718884,0.3173703073448982,0.1321767550004351,0.03994118521609498,0.3626703197396654,0.3763147439881674,0.29823998486884723,0.191488407080465,0.3181942333121003,0.4004243182927777,0.41038196259673254,0.34390562249940293,0.15218598134074576,0.10047837103400571,1.0,0.18255331945938738,0.23919870808766674,0.20304767242417723,0.46837882938781566,0.05863056407509937,0.24491016563342374,0.4219509006696502,0.46895521312074384,0.34255048057940457,0.3384766793672888,0.28718723808479196,0.40948987062917847,0.20512610660660446,0.2954091792961947,0.08623007017040622,0.3436432252353565,0.47329074798340115,0.21939659627559532,0.1785592608599433,0.3953413681117066,0.17611588675590212,0.19315020477104183,0.16176732831799648,0.19859823030338916,0.12816208249509747,0.21750761398597213,0.3878361486796606,0.3598507644219243,0.2603482429692046,0.2769078036595085,0.29343844492438464,0.14990330233709792,0.15139003715524674,0.05698716357154673,0.22012635053348878,0.31866098038853363,0.10125577267236459,0.4084858844850116,0.25456981149313285,0.37116149073321236,0.3971238606365021,0.3094674826789451,0.19693516822450466,0.24604045782222952,0.031533886214178256,0.2353420838999866,0.2216479918791354,0.1314917024508622,0.21022281580585936,0.15658922836842457,0.19717151422175022,0.37202139224447955,0.22665726434899508,0.4016133649436424,0.07945853834807765,0.15460136682020573,0.16751145862456943,0.17047411045478822,0.19710784575115614,0.06369665824032444,0.4109271300071225,0.030579140166091416,0.35232477435909904,0.3108291735819998
P23,0.1399305016371949,0.27881166797270407,0.2166075707538783,0.07963704500760997,-0.0393410741471744,0.17108454282955646,0.09199318120609881,0.4262304452343418,0.20070798833527967,0.062296980340947876,-0.022440199682783254,0.1492565663447308,-0.040321475974904875,0.13990473512374454,0.08760543576286865,0.2634931478261972,0.3560164138180609,0.31625274073315646,0.19967801557984868,0.3137485167015559,0.3433721155968821,0.18255331945938738,0.9999999999999999,0.19474950984486605,0.26182714618276115,0.1459648377919313,0.26366704478246683,0.09209748140617892,0.2267612758959553,0.09792333966237962,0.09776276166478752,0.37515737861218057,0.2692548100570005,0.2879620271663716,0.0007968362566575347,-0.11633775716166676,0.10739402560324486,0.07193322497857725,0.03587388305311609,0.03078209146408332,0.1751392614147426,0.2934540598438718,-0.06911213583943383,0.26842940795107767,-0.0341567809873063,0.15045756343337768,0.3163983026928833,0.16501904143301546,0.13200077366400614,0.11800452056745271,0.15198826501419502,0.4541446762281118,0.021172000220849203,0.21865950329760253,-0.11652477918779808,0.13943226523761934,0.2274793459932849,0.37531803128132646,0.22082700380219852,0.109981345487314,0.26415021865487376,0.09073521802598604,0.2397248212962015,0.086120621255903,-0.08309021759793374,0.046781287753802143,0.17481120059008487,0.13692199428066096,0.4061712744758498,0.2398587813862287,0.2103976298114522,0.1877401829540773,0.19361893162962066,0.08647814152694955,0.25098648598375045,0.2095332800809379,0.16026231261640866,-0.034460073675508275,0.26237122632775894,0.14778488071277537,0.06031129926524385,0.001679187682228918,0.3651020119430922,0.021942042132444706,0.10666838114533513,0.15405434447206848
P24,0.13721139945525404,0.33544135743458114,0.4266525948271544,0.3979979965703467,0.3679859136686818,0.4024060140854126,0.5375601997160824,0.38918419943516913,0.27552880143770725,0.3486339602127866,0.12532289111949388,0.1287477897163195,0.26349752919849995,0.40672042090673177,0.05376429281743864,0.24429445581193548,0.48398420949303955,0.312895896902362,0.3937240977105129,0.2980247183773089,0.3209168134663652,0.23919870808766674,0.19474950984486605,0.9999999999999998,0.39280118282599846,0.2890224880891027,0.390308358046894,0.5520913189628254,0.2656928907727813,0.2518242901896184,0.37687703914658405,0.44893717158623836,0.3984139330225445,0.1664656630735471,0.35552070570318817,0.08478413230027672,0.343238167843048,0.47908435852987313,0.3275668044805151,0.17293681214298298,0.401697086591366,0.12565606566933202,0.38464087441182665,0.2525527289171054,0.20597631911376774,0.22543802081550268,0.08032273102852325,0.35797664617026564,0.28704984948028434,0.4143107898099763,0.34786315419268404,0.27800407429037005,0.4753138049469012,0.31977146608344204,0.3714282854243299,0.3619158577980183,0.10533090151631828,0.39438933496822154,0.40256611860826563,0.18374807127074602,0.03680103560152108,0.25280126025651356,0.4624399996273584,0.4012657380637314,0.04714578203755695,0.34137891540649284,0.3985982117577454,0.3801187279149677,0.29666696682098054,0.29431976843245056,0.28161906036684436,0.21710948736719982,0.3187280237885649,0.1849482621230912,0.27267346081186067,0.44009966870829204,0.3158421499023566,-0.04658271724503798,0.4082297293442186,0.36204342343808527,-0.004929922653186024,0.05020060830283898,0.24685049831690908,-0.07386852993681224,-0.0067276767141362034,0.3379121010807498
P25,0.32711254276025964,0.355618588814449,0.25675482161395513,0.36354080341816103,0.3300415499624341,0.33360475288854025,0.47206042001775744,0.42461475313678443,0.36419739406081625,0.4419808618126474,0.24796541650894888,0.11788685759966144,0.28794974897835596,0.19384010263345502,0.45802521659977974,0.35473127089264045,0.25584204241832237,0.2900777457725482,0.20043389760226485,0.4618807652207833,0.09345411968150791,0.20304767242417723,0.26182714618276115,0.39280118282599846,1.0,0.5458012987198619,0.3159760219136408,0.5073515409346974,0.45427429372608763,0.3222882000013461,0.42348092227619316,0.3167539132001771,0.44424231125879965,0.27437434402208594,0.5368262508184358,0.008750381605191353,0.20702263369107307,0.4492248641184596,0.14459018695467477,0.4500986030158493,0.39872625658545596,0.4590589488043688,0.3813303698593592,0.3959378627341537,0.1852443790165378,0.3630967570430281,0.2501744646870907,0.35136772932836396,0.2206098243405936,0.30310903623369645,0.36281974392478483,0.2809039066984293,0.31677590596641486,0.3814685665154674,0.3786437791295645,0.33253711539434566,0.4777539354735241,0.3953764138732746,0.42051173946564074,0.11710649258179406,0.2859129378775248,0.44646879314878957,0.23084765033416896,0.43452599531662095,0.10187092880553916,0.16381698010085802,0.3374803714597976,0.4100962197463437,0.38874332547041796,0.2725496033776391,0.17604492322933768,0.38165005592145296,0.5510989302324475,-0.08866878008917713,0.36491960062748974,0.40580944167585803,0.35489442769872365,0.05743289823042677,0.308308342598106,0.43107115767071663,-0.040793302348562356,0.22400035151457998,0.27474867726075836,0.1872432002320008,0.023910311919714516,0.10156709676186046
P26,0.3806812976534442,0.2524210117374545,0.3901968373908103,0.3015044427402062,0.42738713945871315,0.28513467450220076,0.44669738018520205,0.3094338332433758,0.3706898434796467,0.5805151645833335,0.3104459204980683,0.26885863719281694,0.334738784666126,0.21924591932570164,0.3612644086188135,0.28221634115389144,0.3144284129739982,0.2106096840034216,0.3162762146688795,0.3373294166992817,0.2038127901856555,0.46837882938781566,0.1459648377919313,0.2890224880891027,0.5458012987198619,1.0,0.37279576109072954,0.3898647904600501,0.4122084101711639,0.42746163458959463,0.3839274381837691,0.2788130159088861,0.28165963967179175,0.3094276441024295,0.4504572463841155,0.13999927081669025,0.21507909162871724,0.4723099109285237,0.4183780248307258,0.24363205557152687,0.2850213890421587,0.25212344813445225,0.3784770736612923,0.38781239428847475,0.22456198623764342,0.42197175546035026,0.18896321997962562,0.5378692502567072,0.27717498837573074,0.42058829549527854,0.22093086513953125,0.32159756853718696,0.21914144473259475,0.21616109244138212,0.2765047971125574,0.13920431468886074,0.43911202681980566,0.33856098646910676,0.2004757742973762,0.32207042843739087,0.20897357379476664,0.41154088323971705,0.3074028480549398,0.5087272362966602,0.19906137794983197,0.1729392434900809,0.15794674038406706,0.17435693649281986,0.33189722166313307,0.3936965771056034,0.20429378649239227,0.26937975378132495,0.5380949323776374,0.07474821430078867,0.33539761011177155,0.47332970600505014,0.16705207616184814,0.11598708690277673,0.29520548091002574,0.19763289067037004,-0.07440285399187056,0.1870811469818711,0.294572813417708,0.36602911461298443,0.10521825583552688,0.10755773601524707
P27,0.06616085270895598,0.2077312308231149,0.30560628623007213,0.32275534758980756,0.20293165441187247,0.256077120249779,0.37759531578338923,0.3932534815345094,0.3004252252553336,0.33940584684846725,0.2318943855526329,0.18379793045756215,0.13258930685624565,0.3053754868921334,0.27100079258419746,0.2207457456547264,0.5226616711166672,0.17054390046479204,0.26150150496200986,0.24698429133509808,0.2460168626941164,0.05863056407509937,0.26366704478246683,0.390308358046894,0.3159760219136408,0.37279576109072954,1.0,0.4353695150016204,0.11499903905620294,0.12370565126054581,0.38047743282132723,0.34579166310851894,0.23491493240489558,0.23370330899988492,0.46578600375813306,-0.0018222610158843287,0.34746721567330174,0.18641888833675135,0.18381903548315218,0.1844474227509671,0.3656765606246116,0.08551624681101888,0.419061810948686,0.21266335212225904,0.05529206210456636,0.2858079644300774,0.10043938784557446,0.44510005688460635,-0.013606480516145015,0.2021296094475741,0.25411368602868606,0.480426307055225,0.25708628030716674,0.21779720518634757,0.22561175367041714,0.3089494516353238,0.2520770915214594,0.01620255970057312,0.256002826021967,0.38059375925801514,0.15595010057462322,0.18188665138840052,0.27736666080195743,0.40509131871596077,0.042082305199184884,0.2060281053310038,0.3629970356460032,0.1951830318262145,0.17153765427618592,0.38139860438991463,0.12877336600959124,0.13780648772202583,0.3095076020345036,-0.12785671735346812,0.23066036163911782,0.4658691266900452,0.42106397212348057,0.12435350893413609,0.5529378176214474,0.27778196908153124,-0.07857602271603079,0.31672700243754726,0.1604302257708227,0.0866066029676658,-0.027430157784355536,0.12282798852087992
