,T01. Artificial Intelligence will improve society more than it will create problems.,T02. Generative AI tools should be allowed as learning aids in higher education.,T03. Students should disclose the use of AI in assignments and reports.,T04. Every engineering student should receive formal education in AI.,T05. Artificial Intelligence will significantly accelerate scientific discovery.,T06. Most repetitive jobs will eventually be replaced by intelligent automation.,T07. Robots should replace humans in hazardous occupations whenever possible.,T08. AI-assisted diagnosis should become routine in healthcare.,T09. Autonomous vehicles will ultimately make transportation safer.,T10. Protection of personal data is more important than technological convenience.,T11. Technology companies should explain how recommendation algorithms work.,T12. Governments should introduce stricter regulations for Artificial Intelligence.,T13. Cybersecurity deserves greater investment than the development of new digital technologies.,T14. Social media algorithms contribute to opinion polarization.,T15. Society will increasingly depend on AI-assisted decision making.,E01. Project-based learning develops deeper understanding than examination-oriented learning.,E02. Traditional written examinations accurately measure a student's knowledge.,E03. Class attendance should be compulsory for all courses.,E04. High-quality online learning can effectively complement classroom teaching.,E05. Students should be encouraged to take courses outside their primary discipline.,E06. Every undergraduate student should participate in at least one research project.,"E07. Publishing research before graduation should be encouraged, but not mandatory.",E08. Maintaining academic honesty is more important than obtaining high grades.,E09. Collaborative learning is generally more effective than individual learning.,E10. Universities should prioritize innovation and problem-solving over rote learning.,E11. University curricula should be updated more frequently to match emerging technologies.,E12. Artificial intelligence should be integrated into teaching and personalized learning.,E13. Universities should invest more resources in research than in expanding infrastructure.,E14. Strong collaborations between universities and industry improve student education.,E15. Continuous learning and skill development are essential throughout one's career.,S01. Every individual has a responsibility to contribute positively to society.,S02. Universities should encourage students to participate in community service activities.,S03. New technologies should be evaluated for their societal impact before widespread deployment.,S04. Technology companies should be accountable for unethical use of their platforms.,S05. Individuals should have greater control over how their personal data are collected and used.,"S06. Combating online misinformation requires shared responsibility among users, platforms, and governments.",S07. Equal opportunities should be prioritized regardless of a person's background.,S08. Diverse teams generally make better decisions than homogeneous teams.,S09. Universities should promote an inclusive environment where different viewpoints can be discussed respectfully.,S10. Scientific evidence should play an important role in public policy decisions.,S11. People should be free to express differing opinions as long as they do not promote harm or discrimination.,S12. Young people should actively participate in addressing societal challenges.,S13. Critical evaluation of online information should be taught as a core educational skill.,S14. Leaders should prioritize ethical decision-making even when it reduces short-term gains.,S15. Building public trust is essential for responsible adoption of emerging technologies.,V01. Climate change requires immediate global action.,V02. Governments should prioritize investment in renewable energy over fossil fuels.,V03. Individuals should actively reduce their personal energy consumption.,V04. Public transportation and non-motorized transport should be promoted even if they require additional public investment.,V05. Single-use plastics should be significantly restricted.,"V06. Water conservation should be a priority in households, institutions, and industries.",V07. Protecting biodiversity is essential for long-term human well-being.,V08. Universities should adopt environmentally sustainable campus practices even if implementation costs increase.,"V09. Products should be designed to encourage reuse, repair, and recycling.",V10. Consumers should consider environmental impact when purchasing products.,V11. Technological innovation is essential for addressing environmental challenges.,V12. Environmental sustainability should be integrated into higher education curricula.,V13. Companies should be held accountable for the environmental impacts of their activities.,V14. International cooperation is necessary to effectively address environmental challenges.,V15. Current generations have a responsibility to protect natural resources for future generations.
T11. Technology companies should explain how recommendation algorithms work.,-0.02211319596129336,0.08594477711132932,0.1586462419263835,-0.15372994447356328,0.18598199247391112,0.1879859225921224,0.2575528017954084,0.250763015296223,0.1602444151841145,0.3278479428908267,1.0,0.3467143400240088,0.14807180275203083,0.1741318257232618,0.16345337253415418,-0.08901294424716111,-0.02586328202272783,-0.09688137348737666,0.051183844027833006,0.06345670973697518,0.13512311939648025,0.1480883813932563,0.13838985862717804,-0.08723493398309622,-0.030129222076191627,0.2646120112991372,0.2266974276071366,0.16125111244643653,0.1998399758585293,0.17795392437585528,0.2542808081523188,0.13086000137053524,0.2870707700950887,0.29621894178361496,0.34702704297913584,0.17626553036907341,0.2246114632285558,0.21547464133782518,0.4059063505836233,0.3866903171736451,0.2579808196124193,0.3234742580243768,0.34824009184416005,0.5201870744560187,0.23091261013787584,0.06979549990008775,0.30074056897875817,0.26565917769361197,0.3085869618302922,0.14499091565553787,0.28377374857245086,0.23242756244825585,0.23688350651674928,0.2574852097358184,0.3906786918814873,0.31333553834162203,0.2532276128531108,0.32010984355489003,0.15582583172101422,0.3126513106023383
T12. Governments should introduce stricter regulations for Artificial Intelligence.,-0.2783354177357067,-0.07846763900650625,0.39966101809129345,0.05659771209075472,0.16964100293123266,0.2527825022811852,0.103487892644631,0.09824163669206612,-0.12880594909379456,0.4180258498275172,0.3467143400240088,1.0,0.4591692336607676,0.26758348727819664,0.272840323140195,-0.14003368487911672,0.13097550623994247,-0.1650585575432815,-0.14715129162953922,-0.045559696901274406,-0.19325312680473963,0.13082902565289417,-0.046758591095926595,-0.05834371313743517,0.1839295843053099,0.23188717894705954,0.0883111014654468,-0.0736089575523616,0.13041088199886047,0.08965184022938394,0.15906185085267352,0.10979258218392175,0.1762003315315311,0.2652540635262324,0.38990949011768855,0.12638686263617233,0.08724822874592424,0.07774036470808852,0.1796270715903652,0.1945858331083344,0.1365589692281355,0.23231466625555663,0.4245849996231503,0.3309990108181087,0.17099058796609182,0.08590824163220281,0.24470234121585535,0.12353160464899707,0.2275838737103565,0.126542495482616,0.22487607972290086,0.16798488577978204,0.17628205026893634,0.2296230873086815,0.2947109755265578,0.024067046173323343,0.11166643285278671,0.19097095024248634,0.011158489178169312,0.2779409367040404
T13. Cybersecurity deserves greater investment than the development of new digital technologies.,-0.09848556834955344,0.05622998047458784,0.14759751008677977,-0.036949466316857436,0.007474517060083217,0.09867437249974843,0.007487020725576315,0.12052707330958283,-0.0880752640024476,0.27274689490776566,0.14807180275203083,0.4591692336607676,1.0,0.053667679926177284,0.025374349882914322,-0.015840164937900404,0.0461152093304237,0.022703851740137847,-0.13753548985916197,0.12474274550865758,0.12560535244977952,0.17965385277882692,-0.07551498398592048,0.19606389049328724,0.23288465133905997,0.24366744321827305,0.09133448960551532,0.05983045639882501,0.08533095884488408,0.0400753567361558,0.10154408885576413,0.0659577083913677,0.13143632981976847,0.08412854674101976,0.20295613696644618,0.2723058921965051,-0.09599510700923164,0.20538784879757319,0.051167105133047966,0.22235776095533594,0.13534582688881402,0.11408948957800503,0.2789936047316816,0.18830318098308152,0.044237774013104435,-0.022933773666014956,0.192628994761826,0.1343679932845092,0.12500131652826804,0.1523958129928354,0.2959136657542887,0.33937767742001723,0.3363950186951812,0.15282868431884533,0.32883781770915865,0.14830042535771668,0.22298908533212142,0.2583995760232877,0.12475784230477206,0.20226359058922158
T14. Social media algorithms contribute to opinion polarization.,-0.05555451036078496,0.02441468416893935,0.24196934576662063,0.1717971466272873,0.1511188713346556,0.05821326445220576,0.25785526868509473,0.07898089631729792,-0.03258133286710032,0.26233641298578136,0.1741318257232618,0.26758348727819664,0.053667679926177284,0.9999999999999998,0.12154687038842352,-0.16238356603510595,-0.005850778002960001,-0.3267046611728375,-0.09638539211991064,0.08115507957070979,0.12055686650398395,0.0943644492097098,0.008103135896957377,0.04020017595274755,0.109763950197726,0.013794321415788645,-0.01449314094843487,-0.12680718878004923,-0.18838089300405347,-0.006366357738012578,0.05012718541344868,0.019849841021716587,0.047704274606327576,0.06500983120022481,0.2827472445909895,0.1074335012526178,0.009717037677022967,0.12034052627906812,0.19870557486408957,0.1834291010935511,-0.10283594125892723,0.24435908095716494,0.15266838625387696,0.1893562334349487,-0.031893441980338166,0.1643455657453762,0.23088651062680796,0.026678209455240177,0.03324230671083543,-0.13339041921092537,-0.11909066486427279,-0.09179272244070316,0.08749997301391242,0.06956574591199294,0.1428216132605833,0.16152083277812113,0.09946158974863707,0.19083803964673193,0.17152443132428818,0.037705460796882175
T15. Society will increasingly depend on AI-assisted decision making.,-0.0023087630693965806,0.05735060949198564,0.24722254970077115,0.25139059882786136,0.31201636212968786,0.25337752584667955,-0.016605682612202303,0.040845515465247895,0.00132113222009975,0.025517636954175398,0.16345337253415418,0.272840323140195,0.025374349882914322,0.12154687038842352,1.0,-0.07318235747435141,-0.024516485929892133,-0.013682317486786333,-0.0771572466489634,-0.11311157743946504,0.002591162772116637,0.12555694018827313,0.1488358978618841,-0.19745909616172447,0.09485106191280228,0.06297284737380164,0.10272738051911103,-0.0929018319235828,0.14902639031661072,0.13811822423502595,-0.0486085841084701,0.02514255920359749,0.013339369285621284,-0.03431837334588727,0.09306372159552949,0.1138409130281575,0.11846226272483755,0.029002732351592814,0.1275077130406873,0.17202541030163526,0.17309853397133884,-0.014587510386764244,0.19747025301928955,0.2775581525462766,0.32566034548772854,0.13789936585847357,0.16936868658894594,0.10424506158568964,0.15255033155186562,0.008317450694675342,0.2806388685940784,0.016712603641811,0.1368837755021303,0.17764406984673425,0.1290137161729148,0.21790015387318823,0.13793210247696452,0.171932852565096,0.22714316717965835,0.19870265914939284
E01. Project-based learning develops deeper understanding than examination-oriented learning.,0.04093550354286753,0.08941712975229775,-0.13589540789524293,0.046886995919833085,0.04153624295519144,0.2571875502675225,0.08636865937945709,-0.06919177626543971,-0.01475170987176912,-0.053451172017029924,-0.08901294424716111,-0.14003368487911672,-0.015840164937900404,-0.16238356603510595,-0.07318235747435141,1.0,-0.3150554053284247,-0.14369817230792545,0.1152097497818982,0.3209885947542767,0.23365766171956925,0.2093221401584427,0.009598991266237505,0.3144091087849975,0.36850240560664527,0.12398595465760291,0.19781857280074425,0.10041236447322226,0.13652088634451814,0.1587442619017133,-0.05542934147036835,0.07629522461918146,0.094647892181819,0.12834225103751917,0.0,0.20680160677715495,0.29015459648805025,-0.03865510923257407,0.15172657203963846,-0.011260850088027106,0.18675474527518748,0.09360711883419133,0.06749175830008601,0.016918324679235118,0.11685255711179422,0.0420474331585568,0.024017962598503736,0.1713409413459117,0.015125331997221216,0.1650201477150797,0.034785125306076393,0.24554827127539178,0.09956368163014193,0.04223464168578252,0.018760499566898323,0.021642525742191845,0.13347442582585894,-0.007871113569742877,0.18869570102629224,-0.020236816723704174
E02. Traditional written examinations accurately measure a student's knowledge.,0.17496148358102048,-0.029159439887166343,0.08411719272959572,-0.027433720214354758,-0.01111586020006384,-0.08476737273231792,0.08478025028680161,0.18268763486093498,-0.0066097723283623025,-0.08389926574919897,-0.02586328202272783,0.13097550623994247,0.0461152093304237,-0.005850778002960001,-0.024516485929892133,-0.3150554053284247,1.0,0.28569213441571933,-0.12950947791119294,-0.09036880015848608,-0.010894591638223632,-0.2277858501551371,0.04832550104943646,-0.21508493396839737,-0.2851964556262156,-0.21629751849536136,-0.038223410992102656,-0.02570124195505169,0.025746644377047455,-0.19259318006391113,0.03457361877150037,0.10023582885277155,-0.18979522429139659,0.042017618811555274,0.006812141004994319,-0.14581046504979658,-0.19822783508466052,0.08308045611237698,-0.18547454783719314,-0.08497384816705014,-0.18715285882000116,-0.054018649472453856,-0.10733200166150793,-0.13729242906123915,-0.1335474686883633,-0.13181204705131938,-0.0746206624352184,-0.1046966892102775,0.05915659582415948,-0.11128532459041736,-0.03567517960587868,-0.07714551617912296,-0.12566220754054092,-0.05043571666616772,-0.011621711838417302,-0.18959130048583503,-0.03974740589352003,-0.11333310491110314,-0.13486898284191143,0.0306088914457961
E03. Class attendance should be compulsory for all courses.,0.05035290101157992,-0.1520094685907686,-0.05420185385239591,-0.048921229796199256,-0.15661520097849832,-0.2086905707749896,-0.08819606072000175,-0.010892095781717407,-0.0355078590343339,-0.14203738277774705,-0.09688137348737666,-0.1650585575432815,0.022703851740137847,-0.3267046611728375,-0.013682317486786333,-0.14369817230792545,0.28569213441571933,1.0,-0.22628949959396907,-0.248383275413826,-0.070026594903225,-0.29127125807534077,-0.0033806162146097114,0.04760936258338677,-0.394681846619807,-0.3358138842714111,-0.29157618468855795,0.05972397678207852,-0.06741612225774679,-0.1841818868956513,-0.06463605234247753,0.0002533806197583384,-0.11467097988824751,-0.18606243517004498,-0.24867165955354964,-0.2527492812622709,-0.17226328632436202,-0.10626789476308125,-0.290782700138698,-0.09236819077040027,-0.19483494710494711,-0.20792968784253565,-0.19926349497609808,-0.22768707888306067,0.06885969059239604,-0.17498247966230032,-0.16211522380485713,-0.10499973439999236,-0.1193538891102826,-0.18995156945568278,-0.0448894856932516,-0.19958308769573876,-0.20343408147591965,-0.12955543386344204,-0.0951254298490012,-0.08552779397185062,0.019020428925718424,-0.19215630724695035,-0.1675632016487552,-0.13446993406185287
E04. High-quality online learning can effectively complement classroom teaching.,0.09492534085030649,0.13713708667993402,-0.34288824954570485,-0.13035768170014625,0.06194169242232142,0.1174120094754893,0.08920546767844494,-0.14496934954927967,0.10520862949145013,-0.09028194644709946,0.051183844027833006,-0.14715129162953922,-0.13753548985916197,-0.09638539211991064,-0.0771572466489634,0.1152097497818982,-0.12950947791119294,-0.22628949959396907,1.0,0.14160925422968867,0.06857624969537451,0.22509517640882687,0.0546882164559711,-0.051492547613113,0.2099664635126351,-0.11098592418412452,0.1564846167101074,-0.02985141819559393,0.049148653103652504,0.07142417514242262,-0.015509589868625004,-0.0795290854689091,0.17031169931454201,0.06183112509122348,-0.049592252577533545,0.20921812127162187,0.026094731778835572,0.014991184979480874,0.17629561558064083,-0.01744856489858378,0.1524578732588426,0.013308482940013359,0.13931591046400418,0.17071866660200513,0.04820436706156358,0.14552656239915082,0.0420936275690719,0.043976202146465145,-0.041524653583960854,0.19416773672084572,0.11276557990057887,0.17783965431358503,0.1251416151509796,0.21213837563030352,0.11083201308695116,0.20744463943014868,0.06695392253909078,0.17003641784402462,0.163954944778638,0.1293918029972972
E05. Students should be encouraged to take courses outside their primary discipline.,0.034698571370685605,-0.18745767081429826,0.04279276310911039,0.02438986194433243,-0.10304229770140283,-0.01547836863808129,0.05467738440084425,0.0779859251541728,0.0851671994536544,0.1636599141909945,0.06345670973697518,-0.045559696901274406,0.12474274550865758,0.08115507957070979,-0.11311157743946504,0.3209885947542767,-0.09036880015848608,-0.248383275413826,0.14160925422968867,0.9999999999999999,0.43110922748066205,0.2876745687692062,0.15866911532555322,0.23777781514140864,0.3330096048252909,0.21454412832284145,0.08872350705843939,0.08132477457074345,0.1423243041705937,0.22118153412537553,-0.007418903549587614,0.0847269771161424,0.030361687089931682,0.014294759091811169,0.1886408985843892,0.2935591265563524,0.25034477751979795,0.0907856524764368,0.22195729270731177,0.15567970290658092,0.21997927907309345,0.15644071862183564,0.12832367111911708,0.010676987361091047,-0.030865595846430904,0.20386973405946346,0.17327375748497745,0.03154512523879409,0.024050675160639554,0.09166734816187876,-0.050326606530524176,0.32307251171881435,0.21667835728063922,0.1323685613396602,0.11394514345433039,-0.0002708622197324641,0.2393941725306217,0.20634318003219845,0.133926006564601,0.2151350785127703
E06. Every undergraduate student should participate in at least one research project.,0.12398128450462764,0.03286606086142529,-0.09345725590094978,0.10979628125733283,-0.11199339650959315,0.2227529720747877,0.12682837207355346,0.17711472328562572,0.1501204089270588,-0.04113016088494036,0.13512311939648025,-0.19325312680473963,0.12560535244977952,0.12055686650398395,0.002591162772116637,0.23365766171956925,-0.010894591638223632,-0.070026594903225,0.06857624969537451,0.43110922748066205,1.0,0.20659615745358276,0.1902640885785145,0.16385385786602763,0.16503680703500534,-0.014960561963097689,0.09713742781260397,0.18186187458567601,0.17692149143247832,0.11970502750273818,0.09012528185382272,0.007094021903431169,-0.0953752759983834,0.1401336907373183,-0.039113698141445635,0.06972304560972473,0.20501115185956006,0.07758553698143437,0.10881115299460829,0.395673820071641,0.05157276896888839,0.06441221500838623,0.11921827438753871,0.14330781017900912,0.017006619381159407,0.027446411823830466,0.06254450001223766,0.03565233345943842,0.002956690359159869,-0.07031689104799457,-0.0934610098777583,0.09926367217833719,0.11843267920262511,0.1155896798596841,0.06230325963174653,0.18414738602071323,0.10316814312399214,0.09909361753170302,0.04667203723902599,0.1321306881171323
"E07. Publishing research before graduation should be encouraged, but not mandatory.",-0.044830106111490416,0.11495680344047948,0.16125969778199437,0.22924421201640283,0.10668307333064095,0.13215860356318843,0.06505430319084322,-0.03252560683330769,0.13205118222579687,0.1756606610394204,0.1480883813932563,0.13082902565289417,0.17965385277882692,0.0943644492097098,0.12555694018827313,0.2093221401584427,-0.2277858501551371,-0.29127125807534077,0.22509517640882687,0.2876745687692062,0.20659615745358276,0.9999999999999999,0.10932164821610633,0.31231464503686973,0.5229133690744876,0.3161190128212606,0.46206916740414766,0.10782223433756215,0.3953646895811382,0.3742864636530394,0.2843261284565596,0.27340719711740535,0.24691241290939722,0.17883258532331697,0.13799215163709133,0.39880621553164336,0.15467702591503207,0.11354427264803589,0.3755318668006083,0.24754018141476414,0.39044674099046495,0.1611392998600725,0.25884832809875186,0.3363691871533947,0.25139746494474835,0.15394905997875022,0.13078822325290293,0.11752053098833902,0.061995403948028015,0.15089347851113125,0.19421927253957558,0.48760510419883396,0.44734479771923735,0.31114726934624204,0.2848696341305831,0.29149506177714685,0.3369223764824932,0.26682952498446694,0.3449652319024953,0.2907250392727052
E08. Maintaining academic honesty is more important than obtaining high grades.,0.2347918526420731,0.06605877652767173,0.0948760618783936,-0.00032056506537709597,-0.06287218120420998,0.12246951412682146,0.09854562787001492,-0.20827834491958758,-0.09094133214560762,-0.040923337455856225,0.13838985862717804,-0.046758591095926595,-0.07551498398592048,0.008103135896957377,0.1488358978618841,0.009598991266237505,0.04832550104943646,-0.0033806162146097114,0.0546882164559711,0.15866911532555322,0.1902640885785145,0.10932164821610633,0.9999999999999999,-0.021144026677578656,0.07535137538014938,0.3006148841895033,0.23636289688594075,0.0890702482503662,0.1660945824339807,0.2996053598620368,0.1953762626241689,0.0889515050412925,-0.06612063169708081,5.909640501347712e-06,0.007011611825095345,0.17223416125249072,0.1604051526224228,0.16696834498874472,0.12054846994421849,0.09027023012825108,0.07491970778111964,-0.05352577149740894,-0.021250570208051763,0.2850286476181747,0.2281243016203553,0.12487662292284478,0.3229155186869585,0.27332300504735746,0.20638407704059689,0.038004746623384884,0.10831112039440863,0.10583631512260533,0.156397124661767,0.3429605536541243,0.19936238383162783,0.02621716762582788,0.1984849492776529,0.09415291114045508,0.09094672203815442,0.15828495846579052
E09. Collaborative learning is generally more effective than individual learning.,-0.04587830271417296,0.020593008068625136,-0.0011066488157493687,0.18669053580769762,-0.14861780773186664,-0.057139547754518794,-0.036635216011298335,-0.046681365187673234,-0.0747103214483422,0.272314944292136,-0.08723493398309622,-0.05834371313743517,0.19606389049328724,0.04020017595274755,-0.19745909616172447,0.3144091087849975,-0.21508493396839737,0.04760936258338677,-0.051492547613113,0.23777781514140864,0.16385385786602763,0.31231464503686973,-0.021144026677578656,0.9999999999999999,0.3030665198031249,0.1798671211033703,0.1901682151952281,0.21652918478604113,0.003503812211500392,0.06426683073657666,0.21332591641815332,0.32755489149422573,0.2424996380965035,0.17648105834598324,0.12260607173991465,0.032688936861409036,0.053489484796190354,0.21950912548418683,0.1484674071275662,0.11936394971051115,0.1312696553340517,0.23814587551248587,0.09195551661459876,0.16326365263981765,0.18719510322298713,-0.027397109475496912,-0.1556489602688163,0.047495529836823126,-0.04016584289223562,0.07795753710241567,-0.07700747804310915,0.271420491351892,0.2236858595789216,0.07867836477133726,0.1527358628939276,0.07995011380842916,0.2777293932527106,0.11352833810342665,0.21674090348789019,0.1635118701098896
E10. Universities should prioritize innovation and problem-solving over rote learning.,-0.12119979956023023,0.02447835438244382,0.09961794244629017,0.23358190538846033,0.21843417313112343,0.2882806993634789,0.007770219374684459,-0.09504316715944959,0.022298697093325687,0.11994025474477812,-0.030129222076191627,0.1839295843053099,0.23288465133905997,0.109763950197726,0.09485106191280228,0.36850240560664527,-0.2851964556262156,-0.394681846619807,0.2099664635126351,0.3330096048252909,0.16503680703500534,0.5229133690744876,0.07535137538014938,0.3030665198031249,1.0,0.3612426773605001,0.3737107788974769,0.13293928610864603,0.3249425698025882,0.4296946016788374,0.12040694166159721,0.15600901230998757,0.08949649568251579,0.12015418795479756,0.2983749086104385,0.38959956141189445,0.25925678730694335,0.013191414294998262,0.3103201945352205,0.1996748201457191,0.3651529810910591,0.265904699369844,0.31448763055890433,0.33766356849529205,0.25445834644833504,0.24589027245408993,0.1729084917678107,0.15908169899459804,0.10646714573530604,0.1315818636197948,0.20242682012242313,0.3727626097971164,0.18934040190329973,0.3097520411679582,0.10365625770308019,0.19968676487876702,0.18604230865788643,0.22710140331702006,0.3426060606060607,0.3489368465249139
E11. University curricula should be updated more frequently to match emerging technologies.,-0.0086193953201863,0.06374169048295591,0.3426972232275549,0.007135368286611722,0.1564158472514172,0.18493360309377047,0.15936073202983111,-0.08741912216946664,-0.034186320824058716,0.27113193068465635,0.2646120112991372,0.23188717894705954,0.24366744321827305,0.013794321415788645,0.06297284737380164,0.12398595465760291,-0.21629751849536136,-0.3358138842714111,-0.11098592418412452,0.21454412832284145,-0.014960561963097689,0.3161190128212606,0.3006148841895033,0.1798671211033703,0.3612426773605001,1.0,0.33723812435570416,0.05728665942726788,0.33478789969274336,0.41948501248490105,0.24782861102714854,0.258135161397658,0.1941148655674995,0.08527917392276686,0.2773520605839971,0.375078552102614,0.353706430696792,0.29678521359311427,0.36479900774987006,0.2921384810152006,0.4414446116025812,0.20658598525055547,0.220004041018266,0.25214339907104233,0.1786986074910562,0.21364302263568194,0.3319150109683812,0.2583435291626531,0.30442645588940226,0.29269222856677857,0.3065521194295313,0.41221894824382543,0.3271267878791411,0.4257169291997031,0.33714003357758987,0.16448972591172784,0.2597380739692086,0.23612472225890468,0.31095379150278796,0.3292587882187317
E12. Artificial intelligence should be integrated into teaching and personalized learning.,0.20933025408403966,0.4683304767660432,0.08834928127700277,0.26669397777481785,0.1702846803544016,0.3638242222184315,0.0740810477288239,0.15246531029624752,0.03862592628020675,0.11536723157720408,0.2266974276071366,0.0883111014654468,0.09133448960551532,-0.01449314094843487,0.10272738051911103,0.19781857280074425,-0.038223410992102656,-0.29157618468855795,0.1564846167101074,0.08872350705843939,0.09713742781260397,0.46206916740414766,0.23636289688594075,0.1901682151952281,0.3737107788974769,0.33723812435570416,1.0,0.12388092787329215,0.433748149107765,0.32306276027193254,0.2214782053276878,0.20286607459382766,0.27008321665267604,0.24202304007716072,0.09584821284264636,0.18282617872450294,0.2790096207656723,0.12654166291384253,0.22999485616608617,0.26579595127866545,0.20378257861665722,0.2742594676169104,0.3038385169224035,0.2794011150914172,0.21532685052470443,0.12340320213832409,0.20722397729641795,0.34692611528240114,0.13145493710276338,0.20056801084312142,0.16704031527405944,0.2738954029226464,0.22889205956054473,0.11390363890286676,0.21582320507701758,0.27719558397315275,0.20835680674784726,0.021013518285066254,0.28095916591620307,0.3545395282794318
E13. Universities should invest more resources in research than in expanding infrastructure.,0.042997891246441454,-0.03386175442330935,-0.13527920442278205,0.026256133024995364,-0.029768578592387247,-0.1189404351779463,0.004603891477152888,0.22410809609053928,0.13114198134146546,0.0007435685201186878,0.16125111244643653,-0.0736089575523616,0.05983045639882501,-0.12680718878004923,-0.0929018319235828,0.10041236447322226,-0.02570124195505169,0.05972397678207852,-0.02985141819559393,0.08132477457074345,0.18186187458567601,0.10782223433756215,0.0890702482503662,0.21652918478604113,0.13293928610864603,0.05728665942726788,0.12388092787329215,1.0,0.11709566348037292,0.06744730246654385,0.19264633207496545,0.25986052336761306,-0.030212404330942164,0.13977625404452265,-0.013364046054888893,-0.07576284704372252,0.16650398201775907,0.18259280173552841,0.12263468242661439,0.19915880412543674,0.09369236040272652,0.025929052832013987,0.03405289136585259,0.08701661613001813,0.14395716882043375,-0.2267965213391946,-0.1236342985859674,0.007736785042287412,0.07582046551658858,-0.12848431437462263,0.1835394806647949,0.12434624461776622,0.16232515130429995,0.07945101709626347,0.1188702770091933,0.007585395895602614,0.05037226215344796,-0.12796573076126858,0.04240984545371277,0.041154591133276554
E14. Strong collaborations between universities and industry improve student education.,0.12157798534490691,0.29596059522369844,0.14122179730310933,0.3207051953875862,0.16903840467679926,0.3729645606098673,0.0898225214826297,0.11063515549832889,0.10616246597983026,0.09421968402225431,0.1998399758585293,0.13041088199886047,0.08533095884488408,-0.18838089300405347,0.14902639031661072,0.13652088634451814,0.025746644377047455,-0.06741612225774679,0.049148653103652504,0.1423243041705937,0.17692149143247832,0.3953646895811382,0.1660945824339807,0.003503812211500392,0.3249425698025882,0.33478789969274336,0.433748149107765,0.11709566348037292,1.0,0.5535036498138828,0.28318176805777306,0.2977223968877329,0.16748764815956765,0.13793455463969617,0.09452464441732399,0.23523704331648151,0.30779057236389545,0.041217202467550944,0.2623911592536027,0.2813970811118083,0.3619084183234811,0.24301758696026052,0.23618865361997338,0.19041158194380176,0.2949500312751512,0.06668562913167587,0.28626377850788604,0.17525673848235473,0.11005861859482707,0.10075591556834011,0.17473747611033824,0.17747577517241725,0.14950862889881725,0.19148369368999638,0.12335435512736123,0.18666376969143852,0.16682223069494423,-0.03310101932420215,0.07016478919727219,0.28369414947650284
E15. Continuous learning and skill development are essential throughout one's career.,-0.12135946051559475,0.09876934283932245,0.13463583928413056,0.133192301703188,0.10377237442913094,0.2607253993660114,0.08589240603145416,-0.1032599211661444,0.09842884442241638,0.07406032347941605,0.17795392437585528,0.08965184022938394,0.0400753567361558,-0.006366357738012578,0.13811822423502595,0.1587442619017133,-0.19259318006391113,-0.1841818868956513,0.07142417514242262,0.22118153412537553,0.11970502750273818,0.3742864636530394,0.2996053598620368,0.06426683073657666,0.4296946016788374,0.41948501248490105,0.32306276027193254,0.06744730246654385,0.5535036498138828,1.0,0.22408256660288187,0.08416499793629302,0.18423416509305018,0.15051145560177367,0.11200872038681889,0.2838244961328602,0.43076234171685207,0.22456751353173743,0.30658944083552736,0.18559912106017076,0.36994182473254666,0.15568109353232,0.09265577375938368,0.2596249029767452,0.32142171413992915,0.22016690600431485,0.41859583021209884,0.30825135258047326,0.16017492172366377,0.29932979832361245,0.20066681113346654,0.2647049984928828,0.21493986698845893,0.19216104375013326,0.11873027043226196,0.2751321348378019,0.321956495925061,0.11468742652790972,0.3311365732329813,0.407567508999907
S01. Every individual has a responsibility to contribute positively to society.,-0.031392324123090704,0.13975148344563143,0.04370105986330545,0.12607174056358605,0.04209072848153226,-0.008003113905783291,0.23995461743325408,0.03511303154674211,0.1217309246315507,0.2058543105850334,0.2542808081523188,0.15906185085267352,0.10154408885576413,0.05012718541344868,-0.0486085841084701,-0.05542934147036835,0.03457361877150037,-0.06463605234247753,-0.015509589868625004,-0.007418903549587614,0.09012528185382272,0.2843261284565596,0.1953762626241689,0.21332591641815332,0.12040694166159721,0.24782861102714854,0.2214782053276878,0.19264633207496545,0.28318176805777306,0.22408256660288187,1.0,0.3858632134884683,0.4752503121288865,0.28138747605233316,0.2222885758592584,0.1966215421283387,0.28948132202592464,0.3041827072258108,0.3308290810930945,0.23193539024528043,0.2333702221124697,0.32531262693884133,0.13083799765852808,0.44209104933488974,0.36575720351020863,0.17166050868014932,0.20165958794067024,0.19626899662797045,0.1246746797232198,0.109054630619213,0.22744783850221775,0.2727987840093556,0.16249611263201147,0.2083214120291896,0.14087673182165603,0.211055148175506,0.2511908972361277,0.18245354168263092,0.11740070748203016,0.19481400700415835
